publisher,genres,id,app_name
JaviteSoft,Free to Play,527440,Rustangelo
putilin_industries,Casual,693870,Achievement Hunter: Wizard
Capcom,Adventure,45720,Lost Planet: Extreme Condition Colonies Edition
Choice of Games,Adventure,775460,The Cryptkeepers of Hallowford
Robot Entertainment,Action,427270,Orcs Must Die! Unchained
Magenta Factory,Casual,696620,Bai Qu - Digital Artbook
Ninetales Studios,Action,699570,The Legendary Player - Make Your Reputation - OPEN BETA
Nomad Games,RPG,496340,Fighting Fantasy Legends
Wolverine Studios,Indie,544480,Draft Day Sports: Pro Basketball 2017
"KADOKAWA GAMES, LTD",Adventure,543240,√Letter - Root Letter -
SCS Software,Simulation,304211,Euro Truck Simulator 2 - USA Paint Jobs Pack
Slitherine Ltd.,Strategy,726630,Mare Nostrvm
"BulkyPix, Plug In Digital",Adventure,310460,Corto Maltese - Secrets of Venice
Capcom,Action,593880,Street Fighter V CFN Beta
"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",Action,352400,LEGO® Jurassic World
Pokshevanov Pavel,Strategy,587050,Mouse in Lab
The Dept of Silly Stuff,Adventure,263180,Squirt's Adventure
CCP,Free to Play,629795,EVE Online: 7430 PLEX
Displacement Studios,Casual,498320,Trolley Gold
Berdochan,Indie,681780,Distorted Reality
Flying Kiwi,Casual,664080,Turn your Destiny
BernhardM,Simulation,411750,Brick Inventions
"Cliffhanger Productions , THQ Nordic",RPG,416713,Jagged Alliance Online: Reloaded - Raven
ArcaneRaise,Indie,741281,Cora (Character for Occult preRaise)
Expone,Simulation,517270,Pro Farm Manager
Viva Media,Casual,432760,Small Town Terrors: Galdor's Bluff Collector's Edition
Kalypso Media Digital,Strategy,612300,Sudden Strike Gold
ClickGames,Adventure,562490,EvilMorph
Versus Evil,Action,263500,Dragons and Titans
David Szymanski,Adventure,329830,The Moon Sliver
BOHDOKUMEN.,Indie,558720,Tribal Siege
Jardel Elias,Action,386630,Nirvana: The First Travel
City Quests Media UK,RPG,691600,Mission 1545
Illwinter Game Design,Indie,403950,Conquest of Elysium 4
"Nightdive Studios, Retroism",Simulation,347270,Knights of the Sky
tinyBuild,Indie,631540,Community Inc
Boogygames Studios,Adventure,420050,Shadow Ninja: Endless Runner
Funny Games Group,Early Access,393390,Cat Simulator
Fruitbat Factory,Adventure,271010,Sound of the Human Tanks
The Future Of Videogames,Action,338760,Death Ray Manta SE
Coty Getzelman,Casual,391240,Forgotten Lore
Degica,Simulation,338090,ATLAS レジェンドパック
Sungazer Software,Indie,575940,The Tenth Line
Toco Games,Casual,262210,Last Knight: Rogue Rider Edition
Vyacheslav Shilikhin,Adventure,631530,Fight or Die 2
Daedalic Entertainment,Indie,415350,Shooting Stars!
Asmodee Digital,Strategy,648340,Harald: A Game of Influence
phime studio LLC,Casual,563150,interLOGIC
Alexander Byzov,Simulation,574280,"Microcosmum: survival of cells - Campaign ""Mutations"""
Doborog Games,Indie,763410,Long Live Santa!
Super63,Simulation,404030,Lucky Rabbit Reflex!
KISS ltd,Casual,591508,Pixel Puzzles Ultimate - Puzzle Pack: Spain
Kirill Kupryakhin,Early Access,698610,Through Blocks
Kerberos Productions Inc.,Indie,267720,Sword of the Stars: The Pit Soundtrack
Poppermost Productions,Free to Play,774279,SNOW - Lifetime Pack
YFC games,Indie,485760,Legend of Numbers
Illwinter Game Design,Strategy,722060,Dominions 5 - Warriors of the Faith
Hakki Ozturk,Indie,689270,Chessia
Amanita Design,Indie,420690,Samorost 2 Soundtrack
D3 PUBLISHER,Action,467033,Cowboy Hat
Brandon Serowski,Indie,551650,The Bedtime Story
Celsius Game Studios,Early Access,259450,Drifter
Alyssium,Action,693020,Space Commander 9
Plug In Digital,Strategy,554370,Wars Across the World: Waterloo 1815
Spearhead Games,Action,285580,ACE - Arena: Cyber Evolution
VaragtP,Adventure,371570,Tap Heroes
Catom Games,Casual,699950,Crap Attack
Locomotivah,RPG,351900,Pregnancy
Devolver Digital,Simulation,474750,Reigns
Degica,Web Publishing,764331,RPG Maker VX Ace - MV Monsters HIBIKI KATAKURA ver Vol.2
Vexel Games,Action,297410,Trace Vector
ThinkOfGames,Casual,596590,Linked
EvilCoGames,Indie,624510,Star Story: The Horizon Escape - Digital Artbook
Three Flip Studios,Simulation,338371,Influent DLC - Português do Brasil [Learn Brazilian Portuguese]
Aerosoft GmbH,Simulation,582576,X-Plane 11 - Add-on: Aerosoft - Airport Berlin-Tegel
Stellar Circle,Indie,439490,BLUE REVOLVER
THQ Nordic,Simulation,203344,Jagged Alliance - Back in Action: Shades of Red DLC
Colorful Games,Casual,653100,Puzzle Bloc Invasion
Himeki Games Ltd,Indie,594820,An Oath to the Stars
Devolver Digital,Adventure,358470,The Talos Principle: Road To Gehenna
Ankama Games,Strategy,401450,Krosmaster - Water Element Pack
Devolver Digital,Indie,323940,Heavy Bullets EP - Soundtrack
"Psyonix, Inc.",Racing,457161,"Rocket League: Official Game Soundtrack, Vol. 2"
Saibot Studios,Indie,525780,Doorways: Old Prototype
Alice &amp; Smith,Indie,449730,Ahnayro: The Dream World
Big Fish Games,Casual,533070,League of Light: Dark Omens Collector's Edition
"Culture Select, MangaGamer",RPG,476420,Heart of Crown PC
Long Division LLC,Adventure,372250,Turnover
Born Ready Games,Indie,209548,Strike Suit Zero Heroes of the Fleet DLC
Z-Software GmbH,Adventure,318680,History in Letters - The Eternal Alchemist
Stitch Media,Strategy,639262,Rival Books of Aster - Pauline Art Starter Deck
Seed Games LLP,Adventure,535290,Super Happy Singh
Shiro Games,RPG,359310,Evoland 2
Dovetail Games - Trains,Simulation,222591,Train Simulator: Metronom ME 146 Loco Add-On
VB Studio,Casual,732870,Goro 2
D3 PUBLISHER,Action,467047,Handgun
Emprom Game,Indie,712000,Elder Chaos
Fire hose Games,Casual,216090,Go Home Dinosaurs!
Endnight Games Ltd,Simulation,242760,The Forest
Paleno Games,Indie,635780,#monstercakes OST
Home Net Games,Action,512470,The Pirate: Caribbean Hunt
Behold Studios,Strategy,363800,Chroma Squad - Soundtrack
Neko Entertainment,Simulation,222140,Puddle
SC Jogos,Simulation,450860,Andarilho
Positech Games,Strategy,427490,Shadowhand
Red Splat Games,Indie,521430,Super Switch
Independent,Action,508940,Escape Lizards
Focus Home Interactive,Action,216910,Of Orcs And Men
"Wired Productions, THQ Nordic",Casual,306000,Super Dungeon Bros
"Dataweb, Inc.",Indie,700270,Boratium Wars
Vidas Salavejus,Indie,563910,Guardian Of December
SEGA,Sports,482750,Football Manager Touch 2017
Eren Aydın,Massively Multiplayer,454070,Boundel: The Second Era
Echohead Games,Indie,531480,ShapeRockets
VisualPath,Adventure,469980,Legend of Miro
Electronic Arts,Action,18050,DeathSpank: Thongs of Virtue
NeocoreGames,Strategy,310510,Deathtrap
Messhof,Indie,535520,Nidhogg 2
Pixel Blade Games,RPG,749190,Forever Home Soundtrack
Daedalic Entertainment,Strategy,371520,Bounty Train
"Psyonix, Inc.",Racing,457193,Rocket League X Monstercat Vol. 1
Batovi Games Studio,Indie,492340,Pixel Cup Soccer 17
BurstRay Games,Adventure,576616,Galaxy Girls - Emilia Sneaks Aboard
BetaDwarf,Strategy,492750,FORCED SHOWDOWN - Drone Invasion
CurriculaWorks,Action,669700,PROJECT AZRIEL
Square Enix,Adventure,224920,Legacy of Kain: Soul Reaver
Dovetail Games - Trains,Simulation,222578,Train Simulator: EWS & Freightliner Class 08s Loco Add-On
Myarcadegames Studios,Action,737860,Fidget Spinner Editor - Expansion Pack 2
Rocket Monster Games,Indie,742340,Super BoxMan Ultra
Canu Arts,Adventure,463470,Lithium: Inmate 39
Bouchard Industries,Indie,448300,Logic Missile
Aperture Tag Team,Adventure,280740,Aperture Tag: The Paint Gun Testing Initiative
Aldorlea Games,Adventure,386130,Arevan - Official Guide
Iteration 11,RPG,369530,Void Destroyer 2
Eternity Studios,Casual,532030,Dream Dealer
Archbears,Indie,690510,Black Survival
Wales Interactive,Indie,288310,Infinity Runner: Art Book and Soundtrack
Team 4U,Adventure,511010,TAIKER
Lost Decade Games,RPG,280040,A Wizard's Lizard
Old School Blender Addicted,Indie,623350,Hoversurf in the Mess
Virtual Racing Industries Ltd.,Simulation,335070,VRC PRO
ImaginationOverflow,Action,750150,Stellar Interface - Golden Interface
Aerosoft GmbH,Casual,381850,My Paper Boat
Magic Pixel Kft.,Free to Play,485146,Zaccaria Pinball - Red Show Table
Subvert Games,Action,302590,Of Guards And Thieves
Toge Productions,RPG,269310,Infectonator: Survivors
VRS,Casual,709770,Trials of The Illuminati: Animated Christmas Time Jigsaws
VT Publishing,Casual,724280,Crankies Workshop: Freebot Assembly
"KOEI TECMO GAMES CO., LTD.",Action,316864,DW8XLCE - WEAPON SYSTEM & UPGRADE PACK
CraftsmanGames,Simulation,656200,ESports Club
Capturing Reality,Animation &amp; Modeling,489180,RealityCapture
Right Pedal Studios,Indie,330520,Tail Drift
Michael Klaus Schmidt,Simulation,502720,Star Explorers
Griffin Snow,Indie,670940,The Voice in the Void
Apillo,Simulation,764950,CrazyCar - Images and Music
Hanako Games,RPG,269010,Science Girls
AngryAngelGames,Racing,466210,Race & Destroy
MWC,Adventure,649550,Three Twenty One - Extra Content
Another Noname,Indie,704700,TRYON
Aardman Animations,Indie,259810,Home Sheep Home 2
Virtual Racing Industries Ltd.,Simulation,381792,Professional Lifetime All-Inclusive
Capcom,Action,210036,Street Fighter X Tekken: Dhalsim (Swap Costume)
Phung Games,Adventure,602280,Jump Step Step - Direct Control
Big Fish Games,Casual,622150,Bridge to Another World: Burnt Dreams Collector's Edition
Brewsterland Studios,Indie,735110,Defenders of Tetsoidea RPG
Organic Humans,Indie,269350,Montas
2K,Simulation,706090,WWE 2K18 - NXT Generation Pack
Playsaurus,RPG,565261,Clicker Heroes: Red-Nosed Clickdeer
Winged Cloud,Indie,393025,Sakura Clicker - Bow Weapon
Rooster Teeth Games,Indie,522120,RWBY: Grimm Eclipse - JNPR
Impossible Mystery Games,Casual,645410,Ominous Tales: The Forsaken Isle
Headup Games,Indie,473530,Slime-san
Jet Set Games,Strategy,209850,Highborn
Amaterasu Software,RPG,489220,Unforgiving Trials: The Darkest Crusade
UroboroStudio,RPG,587800,Kronos Soundtrack
Degica,Indie,373090,Crimzon Clover WORLD IGNITION - Arcade Poster Pack
feelThere,Simulation,660000,Tower!2011:SE - Honolulu [PHNL] Airport
piximo interactive,Strategy,709550,Tic Tac Toe LOUNGE
Dovetail Games,Simulation,562384,TS Marketplace: Miami – West Palm Beach Scenario Pack 01 Add-On
Wizards of the Coast LLC,Strategy,208837,"Magic 2013 ""Berserker Rage"" Deck Key"
Bethesda Softworks,Action,318750,The Evil Within Season Pass
Unika Games,Indie,526850,Monsti - Soundtrack
Terry Cavanagh,Indie,70300,VVVVVV
Abylight Studios,Adventure,534290,Cursed Castilla (Maldita Castilla EX)
Theodor Niklas,Strategy,662400,Steampunk Action Battle Simulator
Kunos Simulazioni,Simulation,347990,Assetto Corsa - Dream Pack 1
Crepe Studios,Indie,543940,Perso
VGstudio,Indie,555670,Infinitum
Microids,Racing,733760,MegaRace 2
Team17 Digital Ltd,Indie,645900,Aven Colony - Cerulean Vale
First Games Interactive,Casual,537200,Defense Of Greece TD
Collector_collector,Action,736230,Salt Thrust
Badland Games,Adventure,614140,Illusoria
Ripknot Systems,Action,710120,Trivia Vault: Mini Mixed Trivia 4
S2 Games,Free to Play,339280,Strife®
Inertia Game Studios,Casual,335740,Escape From Darkmoor Manor
Immanitas Entertainment GmbH,Indie,326990,Deep Eclipse: New Space Odyssey
Tin Man Games,Indie,352440,Catacombs of the Undercity
Apillo,Adventure,773650,The first thrust of God
N3V Games,Simulation,380740,TANE DLC: Nickel Plate High Speed Freight Set
Fruitbat Factory,Action,649920,Neko Navy Soundtrack
SmileBoom Co.Ltd.,Design &amp; Illustration,483950,SMILE GAME BUILDER
MyDearest,Indie,573040,School of Talent: SUZU-ROUTE
"Mindware Co.,Ltd.",Indie,575810,４人打ちアクション麻雀 / ACTION MAHJONG
Capcom,Action,320351,RER2 Episode Four: Metamorphosis
Ripknot Systems,Simulation,689180,Trivia Vault: 1980's Trivia
Lagun Victor,Indie,610390,Sugar Box
Slitherine Ltd.,Strategy,461932,Sengoku Jidai – Colonies and Conquest Army Book pdf
Dovetail Games - Flight,Simulation,602801,FSX Steam Edition: McDonnell Douglas DC-3™
Carbon Games,Action,206500,AirMech Strike
Dr.Crewcut,Casual,671090,Oik Memory
Plug In Digital,Indie,683230,Defendoooooor!!
Team Kryll,Adventure,365870,Below Kryll
Warfare Studios,Casual,362130,Ashes of Immortality
4NetGames,Indie,407700,Lonath Online
Virtuactions,Indie,754130,FMath
JMJ Interactive,Casual,443460,Star Sky 2 - ブルームーン 2
ETGgames,Indie,766850,Vaporwave Simulator
"Capcom U.S.A., Inc.",Action,210047,Street Fighter X Tekken: Juri (Swap Costume)
Twisted Pixel Games,Action,26006,The Maw: River Redirect
Technomancy Studios,Indie,372820,Shot In The Dark
Airborne Games,Action,647740,Airmen
"Idea Factory, Idea Factory International",RPG,354465,Hyperdimension Neptunia Re;Birth2 Additional Content Pack 2 / コンテンツ追加パック２
ClickGames,Indie,480480,Slash or Die
Choice Provisions,Racing,356460,Drive!Drive!Drive!
Nexon America Inc.,Free to Play,212200,Mabinogi
GoeX GameS,Early Access,610730,The Chosen Warriors
Larian Studios,Action,243950,Divinity: Dragon Commander
Zelun,Action,681290,Hare
"Gamepot, Inc., Nightdive Studios",RPG,245450,Wizardry 8
Dovetail Games - Flight,Simulation,536572,FSX Steam Edition: Toposim Central Africa Add-On
Introversion Software,Indie,1500,Darwinia
"KOEI TECMO GAMES CO., LTD.",RPG,636570,Nights of Azure 2: Bride of the New Moon / よるのないくに２ ～新月の花嫁～
Vyacheslav Shilikhin,Action,574810,Fight or Die
DarkArts Studios,Strategy,341390,Vulture for NetHack
Johan Aronsson,Action,340290,Dr.Green
505 Games,Action,617110,Portal Knights - Bibot Box
Totem Games,Strategy,693450,Clad in Iron: Gulf of Mexico 1864
BadDoge,Casual,576600,Moon Colonization Project: Pro Edition
Solecismic Software,Strategy,344340,Front Office Football Seven
Drift Physics Crew,Simulation,731110,FURIDASHI - PREMIUM CAR: 2013 4S COUPE
"Arcen Games, LLC",Action,209330,A Valley Without Wind
My.com,Action,616990,Warface - Sniper Tournament Pack
SEGA,Action,34316,Bio-Hazard Battle™
PlayWay S.A.,Action,363640,The Way - Soundtrack
IndieMax,Action,414290,Princess.Loot.Pixel.Again
"Trek Industries, Inc",Action,104900,ORION: Prelude
Team17 Digital Ltd,Indie,260330,Flockers™
Pixeljam,Indie,616520,Cheap Golf
"ZiMAD, Inc.",Casual,477810,Conqueror Content Pack
Excalibur Games,Simulation,299250,European Ship Simulator
SimProse Studios,Strategy,346320,Streets of Chaos
AOS GAME,Racing,376120,Assault Corps 2
Kasedo Games,Strategy,636500,Project Highrise: Miami Malls
Buka Entertainment,Casual,320670,Season Match 3 - Curse of the Witch Crow
1C Company,RPG,25900,King's Bounty: The Legend
Tabletopia,Strategy,414231,Tabletopia - Scythe
Infernum Games GmbH,Massively Multiplayer,352991,Dragon's Prophet: Starter Pack
"Cristian Manolachi, Atomic Fabrik",Adventure,733940,Cutie Paws
Steve Jarman,RPG,375500,The Deep Paths: Labyrinth Of Andokost
Mihai Morosanu,Action,487700,Conan the mighty pig
Reflect Studios,Simulation,485380,Welcome to the Game
EXOR Studios,Action,220823,Zombie Driver HD Apocalypse Pack
Nexon America,Massively Multiplayer,565001,Riders of Icarus: Heroic Ranger's Fury Package
Degica,Utilities,372710,Game Character Hub: Second Story
Trion Worlds,Free to Play,425981,Devilian: Awakened Pack
Cyanide Studio,Massively Multiplayer,215870,Dungeon-Party
Nomad Games,Indie,267771,Talisman - Character Pack #6 - Gambler
Fatshark,Action,42170,Krater
Rocket Hammer,Action,684530,Lance A Lot: Enhanced Edition
Surprise Attack,Simulation,491950,Orwell: Keeping an Eye On You
Robot Entertainment,Action,201802,Orcs Must Die 2 - Are We There Yeti?
Nik Nak Studios,Early Access,308600,Geneshift
Frogmind,Indie,367210,BADLAND: Game of the Year Edition - Digital Art Booklet & Ambient Soundtrack
Creaky Corpse Ltd,Indie,470230,March of the Living - Soundtrack
AAD Productions,Indie,293480,FRONTIERS
Rebellion,Adventure,474740,Sniper Elite 4 - Season Pass
Haven Made,RPG,505060,Warcube
HeroCraft,Strategy,536740,Strategy & Tactics: Wargame Collection - Vikings!
Ankama Games,Adventure,381671,WAKFU - Anathar Pack
Gameforge 4D GmbH,Adventure,687251,NosTale - Fairy Elemental Pack
"DMM.com Co., Ltd., POWERCHORD STUDIO",Action,568190,OBCIDIAN LEGACY
Kongregate,Adventure,584370,The Trail: Frontier Challenge
"CFK Co., Ltd.",Action,523810,Wonder Boy Returns
Ubisoft,Simulation,206129,Rocksmith - Judas Priest - Painkiller
Joseph Calabro,Adventure,672000,System Goose Overload
BlackFoot Studios,Early Access,374170,Sniper Tactical
Phat Phrog Studios,Casual,546140,PHAT PHROG UNCAGED
Kongregate,RPG,648400,Animation Throwdown - Incredible Bundle
Kalypso Media Digital,Strategy,23400,Imperium Romanum Gold Edition
Eduard Kozadaev,Software Training,746390,"PlayClaw 6 - Game Recording, Streaming, Overlays"
Karabas_Studio,Adventure,579330,The Sorceress
Total Mayhem Games,Indie,721410,We Were Here: Original Soundtrack
"Epic Games, Inc.",Action,13230,Unreal Tournament 2004: Editor's Choice Edition
Asteristic Game Studio,Adventure,296870,Dreaming Sarah
Dovetail Games - Flight,Simulation,364325,FSX: Steam Edition - Piper Pacer 180 Add-On
"Plug In Digital, Bigben Interactive",Racing,256330,WRC 4 FIA World Rally Championship
JDM4iK Games,Sports,491280,Drift Horizon Online
PlayFortress,Simulation,459880,PlayFortress
D3 PUBLISHER,Action,467050,Wavy Medium 'Do & Golden Wavy Medium 'Do
Ardi Studio,Indie,581670,The Astral Hero
Crescent Moon Games,Indie,661740,Morphite
SEGA,RPG,71161,Shining in the Darkness
Crazy Monkey Studios,Indie,322210,"Guns, Gore & Cannoli"
Cybertime System,Action,514450,sZone - Stalker Starter Kit
"Akakiy Petrushkin, AYE Technology",Action,473710,EeOneGuy Adventure
Atari,Action,99120,Yar's Revenge
"GungHo Online Entertainment America, Inc.",Adventure,317100,Republique
Frogmind,Indie,269670,BADLAND: Game of the Year Edition
Rhino Games,Action,692220,Z69: Original Soundtrack
Choice of Games,Indie,356000,The Hero of Kendrickstone
Joona Vartiainen,Simulation,462830,Airline Director 2 - Tycoon Game
Cellar Door Games,Action,241600,Rogue Legacy
Rebellion,Action,623133,Battlezone - Bobblehead Pack
Just Fishing LLC,Free to Play,703950,Just Fishing
Plug In Digital,Indie,602430,Yono and the Celestial Elephants
ELYLAND  INVESTMENT COMPANY LIMITED,Strategy,316510,My Lands: Miner’s Luck - Extended DLC Pack
Absolutist Ltd.,Indie,486170,Bathory - The Bloody Countess
